1.1307	-0.3091	0.7079	0.1062	-1.3211	-1.8071	0.1899	-1.0105	-1.9644	-1.1889	-2.3521	-1.6912	-0.658	-2.1306	-1.7984	-0.9806	-1.6781	-1.9184	-1.5741	-1.8567	0.1547	0.4833	1.2286	-0.5862	-1.1026	-0.16	-1.71	2.3	1.29	-0.23	-1.18	-0.55	-0.31	-1.6	-2.62	-1.54	0.37	-2.91	0.81	-1.11	-0.66	-0.17
4.237	1.3834	1.4977	2.3755	4.7567	5.5665	4.5191	4.4424	4.4188	8.2329	5.0811	5.3005	5.3891	4.832	5.1541	5.4259	4.7306	6.2332	7.6782	5.3469	5.7691	4.255	4.5936	8.2831	6.3824	4.58	5.41	4.25	4.44	5.32	4.6	8.54	5.9	8.31	3.47	4.83	6.95	5.89	4.2	6.55	4.37	5.23
-2.8878	0.6263	-1.0204	-1.6	-0.432	-4.0502	-1.5034	-0.8798	-1.1812	-2.9149	-4.3205	-1.903	-0.4698	-0.4495	-1.8203	-2.7974	-2.0801	-1.78	-3.9639	-1.9943	-1.3595	-0.8054	-0.8135	-0.2145	-3.4963	-1.2	-2.35	-3.4	-2.74	-1.45	-0.69	-3.44	-1.93	0.28	-2.89	-0.24	0.41	-4.17	-2.5	1.05	-3.3	0.56
1.2885	-0.7071	1.3132	0.0855	2.3988	1.1916	4.2342	2.3524	2.2012	3.9335	2.3965	0.4261	2.3757	2.054	1.068	-0.3902	0.6829	2.6229	4.8492	0.6113	5.3339	1.7427	-0.2469	2.3915	0.4857	2.07	5.25	0.11	4.12	6.1	3.72	2.4	-1.11	1.58	-1.96	6.34	12.52	2.03	-0.67	0.44	0.69	2.88
-3.3751	-3.7534	-1.8055	-1.0487	-1.0538	-4.2561	-1.7534	-0.7809	-0.1002	-0.1132	-2.9952	-1.2889	-0.9685	-0.8218	-1.2116	-0.8798	-0.6434	-0.7933	1.361	3.5388	-1.2556	1.0072	-1.7425	-2.0838	1.3455	-0.48	1.27	-1.36	0.24	-0.14	2.47	-2.29	-1.39	-1.83	-0.87	-1.12	-6.64	4	-1.02	-1.15	-2.33	1.98
-2.3514	-1.0552	-0.9426	-1.6532	-1.1371	-0.8745	-0.7563	1.0243	0.8901	0.1212	0.1627	1.6403	0.6901	1.5968	0.4665	-0.1205	1.2259	1.7043	3.2904	6.1498	2.6278	2.3215	2.1468	2.5739	2.1308	2.81	5.76	4.4	1.31	4.55	4.63	2.52	0	1.51	1.75	2.46	-0.98	0.98	2.41	0.32	1.63	0.85
3.9847	2.9078	4.2205	4.1486	4.8526	-2.0215	-0.494	3.6379	1.4763	4.2346	0.2315	0.7072	3.1367	3.863	3.2152	-0.3177	1.8305	1.085	3.6027	3.3373	3.1011	3.1974	1.616	2.0948	1.6235	1.12	1.62	5.03	0.76	0.18	3.26	2.26	2.55	4.44	-0.57	2.34	1.24	3.19	1.4	2.74	-1.18	3.37
2.9588	2.8547	2.2673	0.2896	4.4542	1.6174	1.7276	2.6604	2.1229	6.1003	0.1187	2.6085	1.6724	3.7522	4.0122	2.4189	1.6518	2.8631	7.1933	4.6097	1.8294	0.5208	1.2004	3.8475	3.751	1.31	3.71	0.88	2.73	1.36	2.28	1.37	4.53	2.89	2.36	3.43	2.56	5.94	0.87	1.61	3.85	0.55
0.503	1.5081	2.2031	3.5485	2.8221	2.3433	3.2056	3.3558	5.6796	6.1528	-0.812	2.8231	3.9174	5.5544	6.7543	1.9869	3.0214	5.1951	7.1217	0.7218	1.1571	0.7641	3.814	3.6258	0.1494	2.38	2.61	1.86	0.7	2.75	2.37	1.51	4.96	6.97	5.74	3.95	0.3	2.94	-0.74	2.34	0.68	0.19
-1.5627	2.5881	-0.4526	-0.9088	-0.9224	-0.909	-3.8822	0.8069	-1.6136	-0.6557	-1.9692	-1.1113	-0.0397	-0.7632	-1.0221	-2.6991	0.3369	2.0285	-2.6349	-2.2799	0.2344	1.4746	0.8109	-0.9601	2.4177	-1.1	7.09	3.81	-0.45	-2.06	-1.17	-1	-1.07	-3.57	0.24	-2.25	4.52	-2.16	1.05	3.07	-1.02	0.2
-1.2518	-1.3145	0.5391	0.3478	1.4297	3.1453	0.4094	3.0152	1.8542	3.7386	-0.5957	1.6388	-0.2874	1.9748	2.4988	1.0442	2.3211	1.4455	1.3443	4.101	2.0727	0.3363	1.3733	4.1545	3.3864	1.65	0.97	2.24	3.79	2.17	2.52	0.33	0.43	1.19	2.02	3.11	2.89	5.57	0.84	4.19	-0.03	-0.51
1.946	0.5188	1.3075	0.7959	0.9147	0.8834	1.6576	1.8891	1.1354	2.2101	0.8853	2.0993	2.8346	2.5644	1.2404	0.8951	1.4976	0.9628	2.4887	3.1078	0.9767	2.849	0.4461	1.3912	2.4156	2.2	-1.47	0.73	1.79	-0.38	-0.82	0.7	1	0.89	4.66	0.99	1.23	3.26	2.21	3.89	-1.18	3.14
1.1364	3.598	4.1997	2.6962	4.7378	0.8714	2.0803	3.9145	3.0061	2.2565	3.2114	2.6285	3.0958	3.1894	1.7144	1.5587	3.2925	1.6024	1.7746	2.668	2.5593	0.6931	3.895	1.8781	0.9938	1.6	2.21	3.43	4.92	0.42	2.18	3.36	0.88	0.62	-0.12	-0.32	6.42	1.46	4.91	1.13	1.91	-0.29
1.699	-2.5452	-1.7463	-0.935	-0.5052	-1.8721	-2.2057	-1.3777	0.5325	-1.8135	-2.4425	-0.4268	0.1871	-0.1122	-1.9374	-1.0819	0.1208	1.0304	-0.0191	-0.7376	-1.2776	-1.5567	-0.0812	-0.8938	-2.9017	-1.33	0.11	-2.01	-1.4	-1.76	-2.41	-1.68	-1.38	-0.08	-1.56	-1.97	2.22	-3.33	-0.02	0.59	-2.18	-1.48
5.4317	2.9658	6.2273	2.7592	3.9745	3.351	2.6284	2.1898	2.3386	4.6564	1.7641	2.0931	3.4226	3.0757	3.6527	3.1274	3.3276	4.2425	4.849	4.3553	3.0853	1.3451	4.2821	4.5115	6.8457	1.95	8.98	2.94	4.1	7.53	5.71	1.32	0.86	5.51	1.85	1.78	4.5	4.75	1.88	3.48	2.51	1.23
1.9006	0.1107	2.7473	1.9247	3.3451	-1.3446	1.2319	2.5228	1.2083	1.3903	3.4355	3.4972	1.9444	1.1553	2.7051	0.9314	1.297	1.2787	3.1881	3.8467	0.3214	1.0905	0.5691	0.524	3.3	-0.97	0.12	2.18	4.03	-1.08	0.99	1.58	1.56	-2.63	3.9	-0.26	0.35	2.75	0.96	2.34	-0.68	1.21
-0.2983	-0.2308	0.7239	0.6806	0.5552	-0.9701	0.1302	-0.4432	-0.3674	-1.7494	1.312	0.6007	0.1024	0.4066	-0.0521	0.658	1.645	-0.8847	-0.8331	-4.6769	1.0411	-0.3669	1.6408	-1.2637	-4.669	1.07	0.46	2.25	1.54	1.68	2.43	0.08	-0.77	-4.82	0.58	-0.26	-2.88	-2.16	1.37	3.35	-0.86	-0.54
-1.4813	-1.2122	-2.7168	-2.6746	-1.7768	1.4482	-0.1777	0.9792	-2.4507	-1.0537	0.1913	0.5867	-0.2673	-1.6833	-0.7222	1.2347	0.0063	-1.5398	-0.9551	-1.4422	0.798	1.4215	-0.9502	-1.0673	-1.3339	1.1	-0.31	0.16	0.13	0.43	0.73	1.99	-1.43	-1.71	-1.98	-1.27	2.52	-2	0.49	0.17	-1.23	0.99
8.4547	6.322	6.7925	6.6756	8.8894	7.8767	5.2579	6.3294	5.6388	6.174	5.2554	6.2051	5.1121	6.0758	7.1104	6.5896	4.2828	5.0384	5.1165	6.6788	4.7197	1.2516	2.8219	3.5352	3.6051	5.44	6.9	1.34	7.94	8.29	5.63	6.09	5.38	4.91	4.84	7.51	2.87	4.08	3.96	2.92	2.7	1.38
1.8631	0.4937	2.7483	3.2606	3.6912	3.3729	4.1992	3.6189	3.5286	3.889	3.8479	4.4317	4.8024	3.2147	3.8834	1.507	3.4185	4.0669	3.1987	1.0496	0.1871	-0.0379	-0.1269	-0.5341	-1.1896	1.37	3.21	-3.19	4.25	3.38	0.68	1.65	3.87	2.97	4.66	3.7	-1.65	3.14	0.44	1.31	1.3	0.35
1.6603	2.356	1.294	2.5157	3.2649	2.0932	-1.9256	1.4205	1.8682	0.613	-0.1958	-0.058	-0.2656	1.3259	1.2556	-0.7952	-0.3177	-0.5215	0.4395	1.2487	-1.3223	-1.5775	-1.8049	-0.7155	0.3491	-1.33	-0.46	-3.03	0.85	-1	-3.15	-1.48	-0.07	0.04	-1.13	-1.32	1.52	-0.01	-0.52	-0.93	-0.28	-0.6
4.0673	4.4088	4.5002	4.4508	4.6372	0.1507	5.0346	3.8264	4.8201	5.1431	2.4942	3.1188	3.8854	3.7269	5.9095	2.6199	3.197	4.5019	4.3912	2.7151	4.5841	1.8741	2.1659	2.2052	4.4472	3.04	2.35	0.82	6.93	7.13	2.13	3.18	1.78	5.2	6.15	5.53	7.62	2.9	0.66	6.94	2.61	2.52
-0.4533	-2.6027	-0.7366	-0.7971	-1.1928	1.0558	-0.7126	-1.165	0.1118	-2.0624	-0.0216	0.2524	-1.0239	-0.8095	-0.0256	-0.9613	0.0357	-1.0189	-0.3614	-4.0819	-0.7392	0.8349	-0.0801	-0.3532	-3.5682	-0.86	-2.18	1.05	-0.26	0.36	0.62	-1.63	-1.21	-0.73	-2.29	-0.74	-4.57	-0.14	-0.97	0.28	-2.37	1.22
-12.5826	-10.4242	-9.4378	-7.9016	-9.5466	-10.3792	-8.5925	-8.9398	-8.4153	-8.2828	-6.5044	-9.2137	-8.506	-8.7817	-8.4265	-6.3508	-6.9696	-8.0006	-8.6617	-8.3029	-4.4306	-3.6623	-4.9342	-3.6044	-5.4677	-4.35	-8.88	-2.28	-8.5	-5.51	-5.79	-5.15	-7.01	-6.86	-5.58	-6.23	-6.81	-7.19	-3.66	-6.09	-4.93	-4.73
2.4066	3.5235	3.5835	2.0599	4.4344	3.7763	1.6586	2.9233	3.4551	4.1702	1.5471	4.5216	2.5779	4.4099	4.9453	2.6113	3.1904	4.0197	2.6533	6.2405	1.5245	-0.0022	1.8997	3.8748	4.8239	1.04	6.17	1.7	2.7	5.8	-0.01	2.61	0.85	3.12	7.32	3.3	1.86	5.82	1.06	-1.72	1.15	0.31
2.6822	5.4187	5.1589	4.1396	3.7423	7.2889	4.2314	5.0365	4.8869	4.071	8.3161	4.5844	7.7311	3.1778	6.5716	3.7937	4.0947	5.1162	2.9962	4.8756	3.2621	1.2963	3.4495	1.1232	2.1656	1.98	3.34	1.96	6.21	8.17	1.56	5.57	2.55	2.75	6.99	5.32	2.73	5.34	0.92	2.13	4.59	2
3.4635	5.8827	1.4205	3.9424	3.1979	5.8302	3.7853	2.7156	4.6303	2.9301	2.4738	2.8212	3.2943	5.2629	4.6037	3.4979	4.0215	1.4241	2.9038	3.843	3.9272	2.3025	2.3895	3.5201	3.2158	0.21	0.52	3.96	3.66	7.95	4.11	0.57	1.79	2.08	2.71	5.03	5.52	5.28	1.39	-1.08	-0.16	3.23
6.09	9.0359	6.0719	5.6444	9.1139	4.0884	7.8661	3.7498	5.888	5.2867	4.6122	4.3104	5.5895	5.7282	5.0518	4.0576	3.3465	3.0869	4.4819	8.0751	3.1384	0.2141	3.0055	4.4222	5.2227	1.11	7.28	2.12	4.92	5.36	3.02	3.42	3.24	5.27	5.98	5.28	7.2	6.59	1.05	0.09	1.1	0.24
4.1108	6.7151	2.77	7.7864	6.6006	1.4172	5.1589	4.4189	5.1748	3.8633	3.2219	2.9017	5.5331	2.7199	3.1658	3.8065	2.6728	3.3122	1.0412	5.4646	-0.3037	-1.8238	1.2479	-1.2821	-2.3036	0.3	1.51	1.12	5.19	1.83	-2.01	1.61	1.02	-4.38	2.3	3.22	-5.31	9.44	-1	1.16	1.04	-0.6
7.1532	6.786	2.2027	4.2464	4.7762	4.0358	3.8095	3.3143	2.6799	7.4888	2.6918	1.3494	4.2088	1.5634	5.2408	1.3855	1.1935	1.7102	4.3218	5.2964	1.0103	-0.2234	1.3169	2.7992	2.7121	1.17	6.65	0.18	1.85	5.2	2.39	2.62	1.75	8.11	1.49	-0.47	0.6	0.62	-0.31	1.18	2	0.59
5.5518	6.4141	8.3053	9.6316	9.2801	4.623	6.174	4.6763	5.1673	6.4828	4.4393	2.4681	2.9687	4.7354	5.9454	0.8846	1.7564	4.6004	4.2525	6.1422	-0.3719	-0.569	1.7656	3.0563	3.1511	0.33	9.29	0.86	6.64	2.99	-0.9	2.64	4.45	4.37	2.44	1.47	0.43	7.36	-3.03	-5.15	0.54	1.22
6.8533	5.8387	1.7593	4.6055	6.1396	5.3038	4.6513	1.8309	-0.2562	3.6894	-0.4344	1.355	4.6984	1.7218	3.8238	1.5307	-0.8492	0.255	0.613	2.5313	-1.3268	-2.2951	-1.6785	-1.9663	-1.7206	-1.04	7.15	-3.57	1.56	0.62	-1.9	-2.14	-1.08	-1.9	2.16	3.52	-1.75	1.91	-4.17	-2.12	-2.08	0.1
1.778	-1.4505	-2.5208	-0.6262	-1.1293	0.4078	-2.0192	-2.0994	-3.314	-1.5007	-1.6377	-4.9439	-2.5437	-3.2736	-3.7993	0.1178	-1.2423	-3.2943	-2.396	-3.3845	-1.474	-3.4556	-1.0406	-2.1509	-5.0556	-2.52	-3.24	-1.61	-4.03	3.01	-4.61	-1.03	-3.13	-2.28	-5.27	-0.58	-5.45	-1.19	-0.14	-2.09	-4.07	-3.85
10.8642	4.1206	6.0193	7.0756	3.6771	2.5916	4.773	3.77	7.5858	8.5654	4.2043	3.5188	3.5922	4.4141	2.6322	3.8079	2.7161	3.6244	4.8265	0.7678	2.1117	2.0003	1.0929	2.4061	1.7993	-0.53	2.64	2.9	1.58	6.65	0.39	-0.78	-0.4	1.73	4.36	5.01	-2.72	4.48	1.19	2.6	1.29	4.11
-12.3635	-13.2334	-10.4776	-10.9486	-11.6331	-9.6304	-9.5306	-8.462	-10.2249	-9.0492	-5.7662	-6.6357	-8.062	-10.3691	-9.8697	-4.9893	-5.2287	-6.4833	-8.8171	-10.2329	-4.1889	-3.9395	-4.8857	-5.5063	-5.4631	-3.95	-6.96	-3.35	-8.35	-8.08	-4.6	-3.78	-6.05	-7.9	-6.1	-5.81	-7.43	-8.82	-2.73	-2.45	-3.87	-4.97
-0.7671	-0.2075	1.401	1.4793	0.2638	1.7673	-0.2348	0.063	-0.6132	0.156	0.5126	-0.0867	2.6328	-0.6306	-0.3767	-0.897	-0.3524	-0.2825	3.3478	1.0517	-1.9986	-1.483	-0.5781	0.8559	-1.1902	-2.45	-2.05	-2.19	-1.94	0.09	-3.99	-0.22	-1.9	-0.89	0.18	-0.74	-2.62	2.37	-1.78	-2.63	-2.13	0.53
-2.1388	-1.7255	-2.3239	0.0773	-0.9346	-3.1661	-2.0021	-0.927	-1.6524	-1.4389	-0.9862	-2.1759	-0.9738	-0.6861	-1.3429	-0.6606	-1.6463	-1.9519	-2.6233	-2.2441	-1.6864	-1.476	-0.7469	0.9135	-1.326	-0.75	0.38	0.65	-3.66	-3.5	-1.15	-0.38	-1.33	-4.07	-0.33	-2.53	-0.12	-3.84	-0.18	-1.83	-2.08	-0.74
-12.2422	-10.2272	-9.8261	-10.985	-10.4427	-12.7692	-10.0422	-9.7425	-9.7205	-10.8917	-10.7264	-8.4286	-8.0313	-10.0846	-8.6635	-9.3882	-7.526	-8.0734	-7.2876	-9.2109	-7.1873	-8.669	-5.5952	-6.1912	-7.9624	-6.17	-9.24	-6.33	-10.04	-9.5	-9.1	-5.92	-9.93	-7.48	-9.22	-6.18	-7.73	-11.64	-8.59	-6.02	-8.84	-6.09
